config,synth_group,kind,nat_fold,nat_n,syn_n,heldout_eer
loc_xlsr,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_numeric,6,5,16.67
loc_xlsr,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_other,2,5,20.0
loc_xlsr,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_youtube11,15,5,0.0
loc_xlsr,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,resp_spotify,189,5,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_hash128,43,4,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_lcname,4,4,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_named_fm,22,4,13.64
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_numeric,6,4,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_other,2,4,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,resp_spotify,189,4,0.0
loc_xlsr,VoxCPM2,MLAAD,ann_hash128,43,4,2.33
loc_xlsr,VoxCPM2,MLAAD,ann_lcname,4,4,0.0
loc_xlsr,VoxCPM2,MLAAD,ann_named_fm,22,4,18.18
loc_xlsr,VoxCPM2,MLAAD,ann_numeric,6,4,16.67
loc_xlsr,VoxCPM2,MLAAD,ann_other,2,4,25.0
loc_xlsr,VoxCPM2,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr,VoxCPM2,MLAAD,resp_spotify,189,4,0.0
loc_xlsr,Voxtral,MLAAD,ann_hash128,43,2,4.65
loc_xlsr,Voxtral,MLAAD,ann_lcname,4,2,0.0
loc_xlsr,Voxtral,MLAAD,ann_named_fm,22,2,40.91
loc_xlsr,Voxtral,MLAAD,ann_numeric,6,2,33.33
loc_xlsr,Voxtral,MLAAD,ann_other,2,2,50.0
loc_xlsr,Voxtral,MLAAD,ann_youtube11,15,2,6.67
loc_xlsr,Voxtral,MLAAD,resp_spotify,189,2,6.35
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_hash128,43,1,79.07
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_lcname,4,1,75.0
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_named_fm,22,1,95.45
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_numeric,6,1,100.0
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_other,2,1,100.0
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_youtube11,15,1,93.33
loc_xlsr,tts_models_multilingual_multi-dataset_bark,MLAAD,resp_spotify,189,1,43.92
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_hash128,43,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_lcname,4,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_named_fm,22,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_numeric,6,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_other,2,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_youtube11,15,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,resp_spotify,189,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_hash128,43,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_lcname,4,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_named_fm,22,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_numeric,6,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_other,2,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_youtube11,15,1,0.0
loc_xlsr,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,resp_spotify,189,1,0.0
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_hash128,43,1,27.91
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_lcname,4,1,25.0
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_named_fm,22,1,72.73
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_numeric,6,1,50.0
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_other,2,1,100.0
loc_xlsr,tts_models_pt_cv_vits,MLAAD,ann_youtube11,15,1,33.33
loc_xlsr,tts_models_pt_cv_vits,MLAAD,resp_spotify,189,1,12.17
loc_xlsr+zipa,azure,KDE,ann_hash128,43,10,4.65
loc_xlsr+zipa,azure,KDE,ann_lcname,4,10,0.0
loc_xlsr+zipa,azure,KDE,ann_named_fm,22,10,10.0
loc_xlsr+zipa,azure,KDE,ann_numeric,6,10,10.0
loc_xlsr+zipa,azure,KDE,ann_other,2,10,10.0
loc_xlsr+zipa,azure,KDE,ann_youtube11,15,10,6.67
loc_xlsr+zipa,azure,KDE,resp_spotify,189,10,1.59
loc_xlsr+zipa,google,KDE,ann_hash128,43,10,2.33
loc_xlsr+zipa,google,KDE,ann_lcname,4,10,0.0
loc_xlsr+zipa,google,KDE,ann_named_fm,22,10,0.0
loc_xlsr+zipa,google,KDE,ann_numeric,6,10,0.0
loc_xlsr+zipa,google,KDE,ann_other,2,10,0.0
loc_xlsr+zipa,google,KDE,ann_youtube11,15,10,0.0
loc_xlsr+zipa,google,KDE,resp_spotify,189,10,0.53
loc_xlsr+zipa,elevenlabs,KDE,ann_hash128,43,10,10.0
loc_xlsr+zipa,elevenlabs,KDE,ann_lcname,4,10,0.0
loc_xlsr+zipa,elevenlabs,KDE,ann_named_fm,22,10,20.0
loc_xlsr+zipa,elevenlabs,KDE,ann_numeric,6,10,16.67
loc_xlsr+zipa,elevenlabs,KDE,ann_other,2,10,20.0
loc_xlsr+zipa,elevenlabs,KDE,ann_youtube11,15,10,6.67
loc_xlsr+zipa,elevenlabs,KDE,resp_spotify,189,10,10.0
loc_xlsr+zipa,openai,KDE,ann_hash128,43,9,0.0
loc_xlsr+zipa,openai,KDE,ann_lcname,4,9,0.0
loc_xlsr+zipa,openai,KDE,ann_named_fm,22,9,22.73
loc_xlsr+zipa,openai,KDE,ann_numeric,6,9,33.33
loc_xlsr+zipa,openai,KDE,ann_other,2,9,50.0
loc_xlsr+zipa,openai,KDE,ann_youtube11,15,9,6.67
loc_xlsr+zipa,openai,KDE,resp_spotify,189,9,4.23
loc_xlsr+zipa,f5,KDE,ann_hash128,43,2,18.6
loc_xlsr+zipa,f5,KDE,ann_lcname,4,2,0.0
loc_xlsr+zipa,f5,KDE,ann_named_fm,22,2,59.09
loc_xlsr+zipa,f5,KDE,ann_numeric,6,2,50.0
loc_xlsr+zipa,f5,KDE,ann_other,2,2,50.0
loc_xlsr+zipa,f5,KDE,ann_youtube11,15,2,6.67
loc_xlsr+zipa,f5,KDE,resp_spotify,189,2,13.23
loc_xlsr+zipa,qwen3,KDE,ann_hash128,43,9,4.65
loc_xlsr+zipa,qwen3,KDE,ann_lcname,4,9,0.0
loc_xlsr+zipa,qwen3,KDE,ann_named_fm,22,9,9.09
loc_xlsr+zipa,qwen3,KDE,ann_numeric,6,9,0.0
loc_xlsr+zipa,qwen3,KDE,ann_other,2,9,22.22
loc_xlsr+zipa,qwen3,KDE,ann_youtube11,15,9,6.67
loc_xlsr+zipa,qwen3,KDE,resp_spotify,189,9,0.53
loc_xlsr+zipa,piper,KDE,ann_hash128,43,4,20.93
loc_xlsr+zipa,piper,KDE,ann_lcname,4,4,0.0
loc_xlsr+zipa,piper,KDE,ann_named_fm,22,4,25.0
loc_xlsr+zipa,piper,KDE,ann_numeric,6,4,25.0
loc_xlsr+zipa,piper,KDE,ann_other,2,4,50.0
loc_xlsr+zipa,piper,KDE,ann_youtube11,15,4,25.0
loc_xlsr+zipa,piper,KDE,resp_spotify,189,4,25.0
loc_xlsr+zipa,kokoro,KDE,ann_hash128,43,3,9.3
loc_xlsr+zipa,kokoro,KDE,ann_lcname,4,3,0.0
loc_xlsr+zipa,kokoro,KDE,ann_named_fm,22,3,13.64
loc_xlsr+zipa,kokoro,KDE,ann_numeric,6,3,33.33
loc_xlsr+zipa,kokoro,KDE,ann_other,2,3,33.33
loc_xlsr+zipa,kokoro,KDE,ann_youtube11,15,3,6.67
loc_xlsr+zipa,kokoro,KDE,resp_spotify,189,3,5.82
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_other,2,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,Fish-S2-Pro,MLAAD,resp_spotify,189,4,0.0
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_hash128,43,4,9.3
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_named_fm,22,4,25.0
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_numeric,6,4,25.0
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_other,2,4,50.0
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,ann_youtube11,15,4,6.67
loc_xlsr+zipa,Hume TADA-3B-ML,MLAAD,resp_spotify,189,4,3.17
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_hash128,43,4,2.33
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_named_fm,22,4,18.18
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_numeric,6,4,16.67
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_other,2,4,25.0
loc_xlsr+zipa,LEMAS-TTS,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,LEMAS-TTS,MLAAD,resp_spotify,189,4,0.53
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_hash128,43,1,34.88
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_lcname,4,1,50.0
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_named_fm,22,1,63.64
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_numeric,6,1,33.33
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_other,2,1,100.0
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,ann_youtube11,15,1,40.0
loc_xlsr+zipa,Llasa-1B-Multilingual,MLAAD,resp_spotify,189,1,38.62
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_other,2,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,MOSS-TTS-1.7B,MLAAD,resp_spotify,189,4,0.0
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_hash128,43,4,2.33
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_named_fm,22,4,13.64
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_other,2,4,25.0
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,MOSS-TTS-8B,MLAAD,resp_spotify,189,4,2.12
loc_xlsr+zipa,OmniVoice,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,ann_other,2,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,OmniVoice,MLAAD,resp_spotify,189,4,0.0
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_hash128,43,13,4.65
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_lcname,4,13,0.0
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_named_fm,22,13,18.18
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_numeric,6,13,15.38
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_other,2,13,46.15
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,ann_youtube11,15,13,0.0
loc_xlsr+zipa,OpenAI TTS-1 HD,MLAAD,resp_spotify,189,13,1.59
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_hash128,43,5,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_lcname,4,5,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_named_fm,22,5,4.55
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_numeric,6,5,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_other,2,5,20.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_youtube11,15,5,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,resp_spotify,189,5,1.59
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_named_fm,22,4,4.55
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_other,2,4,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,resp_spotify,189,4,0.53
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_named_fm,22,4,18.18
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_other,2,4,25.0
loc_xlsr+zipa,VoxCPM2,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+zipa,VoxCPM2,MLAAD,resp_spotify,189,4,0.53
loc_xlsr+zipa,Voxtral,MLAAD,ann_hash128,43,2,4.65
loc_xlsr+zipa,Voxtral,MLAAD,ann_lcname,4,2,0.0
loc_xlsr+zipa,Voxtral,MLAAD,ann_named_fm,22,2,45.45
loc_xlsr+zipa,Voxtral,MLAAD,ann_numeric,6,2,33.33
loc_xlsr+zipa,Voxtral,MLAAD,ann_other,2,2,50.0
loc_xlsr+zipa,Voxtral,MLAAD,ann_youtube11,15,2,6.67
loc_xlsr+zipa,Voxtral,MLAAD,resp_spotify,189,2,3.7
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_hash128,43,1,60.47
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_lcname,4,1,50.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_named_fm,22,1,90.91
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_numeric,6,1,100.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_other,2,1,100.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_youtube11,15,1,80.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,resp_spotify,189,1,33.33
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_hash128,43,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_lcname,4,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_named_fm,22,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_numeric,6,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_other,2,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_youtube11,15,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,resp_spotify,189,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_hash128,43,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_lcname,4,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_named_fm,22,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_numeric,6,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_other,2,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_youtube11,15,1,0.0
loc_xlsr+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,resp_spotify,189,1,0.53
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_hash128,43,1,20.93
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_lcname,4,1,0.0
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_named_fm,22,1,54.55
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_numeric,6,1,33.33
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_other,2,1,100.0
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,ann_youtube11,15,1,20.0
loc_xlsr+zipa,tts_models_pt_cv_vits,MLAAD,resp_spotify,189,1,8.47
loc_xlsr+clf7,azure,KDE,ann_hash128,43,10,4.65
loc_xlsr+clf7,azure,KDE,ann_lcname,4,10,0.0
loc_xlsr+clf7,azure,KDE,ann_named_fm,22,10,13.64
loc_xlsr+clf7,azure,KDE,ann_numeric,6,10,10.0
loc_xlsr+clf7,azure,KDE,ann_other,2,10,10.0
loc_xlsr+clf7,azure,KDE,ann_youtube11,15,10,0.0
loc_xlsr+clf7,azure,KDE,resp_spotify,189,10,1.06
loc_xlsr+clf7,google,KDE,ann_hash128,43,10,0.0
loc_xlsr+clf7,google,KDE,ann_lcname,4,10,0.0
loc_xlsr+clf7,google,KDE,ann_named_fm,22,10,0.0
loc_xlsr+clf7,google,KDE,ann_numeric,6,10,0.0
loc_xlsr+clf7,google,KDE,ann_other,2,10,0.0
loc_xlsr+clf7,google,KDE,ann_youtube11,15,10,0.0
loc_xlsr+clf7,google,KDE,resp_spotify,189,10,0.0
loc_xlsr+clf7,elevenlabs,KDE,ann_hash128,43,10,6.98
loc_xlsr+clf7,elevenlabs,KDE,ann_lcname,4,10,0.0
loc_xlsr+clf7,elevenlabs,KDE,ann_named_fm,22,10,20.0
loc_xlsr+clf7,elevenlabs,KDE,ann_numeric,6,10,10.0
loc_xlsr+clf7,elevenlabs,KDE,ann_other,2,10,20.0
loc_xlsr+clf7,elevenlabs,KDE,ann_youtube11,15,10,6.67
loc_xlsr+clf7,elevenlabs,KDE,resp_spotify,189,10,10.0
loc_xlsr+clf7,openai,KDE,ann_hash128,43,9,6.98
loc_xlsr+clf7,openai,KDE,ann_lcname,4,9,0.0
loc_xlsr+clf7,openai,KDE,ann_named_fm,22,9,33.33
loc_xlsr+clf7,openai,KDE,ann_numeric,6,9,33.33
loc_xlsr+clf7,openai,KDE,ann_other,2,9,50.0
loc_xlsr+clf7,openai,KDE,ann_youtube11,15,9,6.67
loc_xlsr+clf7,openai,KDE,resp_spotify,189,9,4.23
loc_xlsr+clf7,f5,KDE,ann_hash128,43,2,16.28
loc_xlsr+clf7,f5,KDE,ann_lcname,4,2,0.0
loc_xlsr+clf7,f5,KDE,ann_named_fm,22,2,50.0
loc_xlsr+clf7,f5,KDE,ann_numeric,6,2,33.33
loc_xlsr+clf7,f5,KDE,ann_other,2,2,50.0
loc_xlsr+clf7,f5,KDE,ann_youtube11,15,2,26.67
loc_xlsr+clf7,f5,KDE,resp_spotify,189,2,11.64
loc_xlsr+clf7,qwen3,KDE,ann_hash128,43,9,4.65
loc_xlsr+clf7,qwen3,KDE,ann_lcname,4,9,0.0
loc_xlsr+clf7,qwen3,KDE,ann_named_fm,22,9,0.0
loc_xlsr+clf7,qwen3,KDE,ann_numeric,6,9,0.0
loc_xlsr+clf7,qwen3,KDE,ann_other,2,9,22.22
loc_xlsr+clf7,qwen3,KDE,ann_youtube11,15,9,0.0
loc_xlsr+clf7,qwen3,KDE,resp_spotify,189,9,0.53
loc_xlsr+clf7,piper,KDE,ann_hash128,43,4,23.26
loc_xlsr+clf7,piper,KDE,ann_lcname,4,4,0.0
loc_xlsr+clf7,piper,KDE,ann_named_fm,22,4,25.0
loc_xlsr+clf7,piper,KDE,ann_numeric,6,4,25.0
loc_xlsr+clf7,piper,KDE,ann_other,2,4,50.0
loc_xlsr+clf7,piper,KDE,ann_youtube11,15,4,25.0
loc_xlsr+clf7,piper,KDE,resp_spotify,189,4,22.22
loc_xlsr+clf7,kokoro,KDE,ann_hash128,43,3,13.95
loc_xlsr+clf7,kokoro,KDE,ann_lcname,4,3,0.0
loc_xlsr+clf7,kokoro,KDE,ann_named_fm,22,3,18.18
loc_xlsr+clf7,kokoro,KDE,ann_numeric,6,3,33.33
loc_xlsr+clf7,kokoro,KDE,ann_other,2,3,50.0
loc_xlsr+clf7,kokoro,KDE,ann_youtube11,15,3,0.0
loc_xlsr+clf7,kokoro,KDE,resp_spotify,189,3,6.35
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_other,2,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+clf7,Fish-S2-Pro,MLAAD,resp_spotify,189,4,1.06
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_hash128,43,4,18.6
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_named_fm,22,4,31.82
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_numeric,6,4,25.0
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_other,2,4,50.0
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,ann_youtube11,15,4,13.33
loc_xlsr+clf7,Hume TADA-3B-ML,MLAAD,resp_spotify,189,4,7.94
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_hash128,43,4,4.65
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_named_fm,22,4,25.0
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_other,2,4,25.0
loc_xlsr+clf7,LEMAS-TTS,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+clf7,LEMAS-TTS,MLAAD,resp_spotify,189,4,0.0
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_hash128,43,1,27.91
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_lcname,4,1,50.0
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_named_fm,22,1,68.18
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_numeric,6,1,66.67
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_other,2,1,100.0
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,ann_youtube11,15,1,73.33
loc_xlsr+clf7,Llasa-1B-Multilingual,MLAAD,resp_spotify,189,1,37.57
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_other,2,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+clf7,MOSS-TTS-1.7B,MLAAD,resp_spotify,189,4,0.0
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_hash128,43,4,4.65
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_named_fm,22,4,18.18
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_other,2,4,25.0
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+clf7,MOSS-TTS-8B,MLAAD,resp_spotify,189,4,1.59
loc_xlsr+clf7,OmniVoice,MLAAD,ann_hash128,43,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,ann_lcname,4,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,ann_named_fm,22,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,ann_numeric,6,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,ann_other,2,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,ann_youtube11,15,4,0.0
loc_xlsr+clf7,OmniVoice,MLAAD,resp_spotify,189,4,0.0
